Egendomstyp;Rubrik;Utropspris (kr);Startpris (kr);Utlämningsform;Försäljningsform;Försäljningsort;Försäljningsslut;Betalat belopp (kr);Vill ha frakt
Piano/Klaviatur;Keyboard Roland Juno-Di;1 400,00;700,00;Ska hämtas;Intern Nätauktion;Gävle;2021-10-18;950;Nej
TV & Projektor;TV-Sony Bravia KD 55X8505C;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Gävle;2021-10-18;850;Nej
Motorbåt;Plastbåt med motor och trailer;75 000,00;37 500,00;Ska hämtas;Intern Nätauktion;Skövde;2021-10-18;87000;Nej
Personbil;Ford Mondeo ;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Skövde;2021-10-18;27000;Nej
Övrigt;Ett parti blomkrukor, dekorationsmaterial med mera;3 000,00;1 600,00;Ska hämtas;Intern Nätauktion;Jönköping;2021-10-19;3300;Nej
Övrigt (Möbler & Heminredning);Skål Georg Jensen och ljusstakar;1 500,00;700,00;Kan skickas;Intern Nätauktion;Jönköping;2021-10-19;750;Ja
Foto & Videokameror;Nikon D3200;2 000,00;1 000,00;Kan skickas;Intern Nätauktion;Jönköping;2021-10-19;1900;Ja
Klockor;Herrklocka märkt Certina DS ;6 000,00;3 000,00;Kan skickas;Intern Nätauktion;Jönköping;2021-10-19;7200;Ja
Smycken;Guldring;6 000,00;3 000,00;Kan skickas;Intern Nätauktion;Jönköping;2021-10-19;6800;Ja
Barnartiklar & Leksaker;Barnvagn ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Jönköping;2021-10-19;600;Nej
Stereo & Surround;Byggradio Bosch;1 500,00;800,00;Ska hämtas;Intern Nätauktion;Jönköping;2021-10-19;950;Nej
Smycken;Klackring;3 000,00;1 800,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Jönköping;2021-10-19;3300;Ja
Smycken;Halskedja med hänge ;4 700,00;3 200,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Jönköping;2021-10-19;4900;Ja
Kläder & Skor;Herrjacka märkt Parajumper;4 500,00;2 200,00;Kan skickas;Intern Nätauktion;Jönköping;2021-10-19;3600;Ja
Klockor;Herrklocka märkt Michael Kors;1 500,00;700,00;Kan skickas;Intern Nätauktion;Jönköping;2021-10-19;700;Ja
Motorcykel Cross/Enduro;Cross KTM 250 cc;25 000,00;12 500,00;Ska hämtas;Intern Nätauktion;Falun;2021-10-19;25500;Nej
Stereo & Surround;Blåtandshögtalare JBL Boombox;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Falun;2021-10-19;1500;Nej
Klockor;Klocka Certina;2 000,00;1 000,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Falun;2021-10-19;1500;Ja
Piano/Klaviatur;Synt Roland ;15 000,00;7 000,00;Ska hämtas;Intern Nätauktion;Falun;2021-10-19;11500;Nej
Övrigt (Hobby & Samlarprylar);LP-skiva Paul Chambers Sextet - Whims Of Chambers;600,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;4700;Nej
Övrigt (Hobby & Samlarprylar);LP-skiva Sonny Rollins - Way Out West ;600,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;3600;Nej
Övrigt (Hobby & Samlarprylar);LP-skiva Miles Davis - Miles Davis And Horns;600,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;800;Nej
Övrigt (Hobby & Samlarprylar);8 stycken LP-skivor;600,00;600,00;Ska hämtas;Intern Nätauktion;Falun;2021-10-19;6600;Nej
Övrigt (Hobby & Samlarprylar);LP-skiva Sibelius - Violin concerto;2 500,00;1 200,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;2200;Nej
Övrigt (Hobby & Samlarprylar);LP-skiva Hank Mobley - Soul Station;5 500,00;2 700,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;7200;Nej
Filmer & Musik;11 stycken LP skivor ;1 300,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;1300;Ja
Övrigt (Hobby & Samlarprylar);LP-skiva Jay Jay Johnson ;600,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;900;Ja
Övrigt (Hobby & Samlarprylar);LP-skiva Miles Davis - Collectors Items;600,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;650;Ja
Licensfria vapen;Luftgevär FX airguns fx 42629;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Falun;2021-10-19;5000;Nej
Verktyg;Makita skruvdragarset;4 500,00;2 200,00;Kan skickas;Intern Nätauktion;Falun;2021-10-19;4100;Ja
Licensfria vapen;Luftpistol Gamo 04-4C-039268-03;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Falun;2021-10-19;1800;Ja
Däck & Fälg (MC);MITAS däckset ;1 000,00;600,00;Kan skickas;Intern Nätauktion;Falun;2021-10-19;950;Ja
Verktyg;Kapsåg Makita ;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Falun;2021-10-19;6000;Ja
Verktyg;Skruvdragare Makita ;4 000,00;2 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;3500;Ja
Verktyg;Borr/skruvdragare Milwaukke ;1 500,00;700,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Falun;2021-10-19;1800;Ja
Verktyg;Diverse verktyg;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Falun;2021-10-19;750;Ja
Verktyg;Makita skruvdragarset ;4 000,00;2 000,00;Kan skickas;Intern Nätauktion;Falun;2021-10-19;3500;Ja
Verktyg;Makita kapsåg ;10 000,00;5 000,00;Kan skickas;Intern Nätauktion;Falun;2021-10-19;6200;Ja
Däck & Fälg (MC);MITAS däckset ;1 000,00;600,00;Kan skickas;Intern Nätauktion;Falun;2021-10-19;1000;Ja
Personbil;Audi A3 Sportback 1.4 ;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;52500;Nej
Personbil;Lexus RX 350 AWD 3.5 V6 ;15 000,00;7 400,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;45500;Nej
Lätt lastbil;Ford Transit Connect;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;19250;Nej
Kläder & Skor;Shorts och t-shirt märkta Hugo Boss;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;1100;Ja
Övrigt (Hobby & Samlarprylar);Luftgevär Retay ;600,00;600,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;1900;Nej
Kulgevär;Kulgevär Ruger M14 Target;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;7600;Nej
Kulgevär;Kulgevär Anschütz modell 1722;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;3300;Nej
Pistol/revolver;Pistol Glock 34 Gen. 4;6 000,00;3 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;6000;Nej
Kulgevär;Kulgevär Marlin 1895SBL ;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;8200;Nej
Kulgevär;Kulgevär SRS Stealth Hunter;80 000,00;40 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;71000;Nej
Kulgevär;Kulgevär Oberland Arms OA-15;22 000,00;11 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;22000;Nej
Pistol/revolver;Pistol Glock 19;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;6200;Nej
Hagelgevär;Hagelgevär Molot Vepr 12E;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;22500;Nej
Tillbehör (Vapen);Ljuddämpare SAI Scarab Long;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;1000;Nej
Pistol/revolver;Pistol Feinwerkbau AW93;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;17250;Nej
Pistol/revolver;Revolver Chiappa Rhino 40DS;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;4600;Nej
Tillbehör (Vapen);Kikarsikte;2 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Uppsala;2021-10-20;4300;Ja
Tillbehör (Vapen);Reflex Sight Hensoldt/Zeiss ;7 000,00;3 500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Uppsala;2021-10-20;6200;Nej
Fyrhjuling/ATV;Fyrhjuling Goes;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;36000;Nej
Personbilssläp;Rekotrailer FL 1000 ZT;6 000,00;3 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;7000;Nej
Övrigt (Sport & Fritid);Övningspistoler Kit;2 000,00;1 000,00;Kan skickas;Intern Nätauktion;Uppsala;2021-10-20;4100;Ja
Tillbehör (Vapen);Rödpunktssikte Holosun HS403G;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Uppsala;2021-10-20;1700;Ja
Motorcykel Sport;Honda VTR 1000 Firestorm;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;11000;Nej
Verktyg;Kap-/Gersåg DeWalt med sågbord;6 000,00;3 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;5200;Nej
Övrigt (Ljud & Bild);Go Play trådlös högtalare;800,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;1100;Ja
Antikt & Konst;4 tavlor och liten spegel;800,00;600,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;600;Nej
Personbil;Land Rover Freelander;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;35500;Nej
Övrigt (Bygg & Trädgård);Rörkopplingar, Radiatorkoppel;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;1700;Nej
Övrigt (Bygg & Trädgård);66 stycken termostater;1 500,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;3500;Nej
Övrigt (Bygg & Trädgård);Prefabskåp och luckor;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;14750;Nej
Övrigt (Bygg & Trädgård);8 stycken tvättställsblandare;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;7200;Nej
Smycken;Halskedja;600,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uppsala;2021-10-20;1600;Ja
Mopeder;Crescent Autoped Nymans ;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;13500;Nej
TV-spel;Playstation 4 med tillbehör;1 200,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;1300;Ja
Övrigt;Två parfymer;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;1700;Ja
Övrigt (Jakt & Fiske);1 Laserlampa, 1 Radio/ficklampa;600,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Uppsala;2021-10-20;1000;Nej
Verktyg;2 Skruvdragare och 1 Häcksax;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;1900;Nej
Tillbehör (Vapen);Två Kikarsikten;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;2900;Nej
Tillbehör (Vapen);Sikte;5 000,00;2 500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;3200;Nej
Frisör & Skönhetssalong;Massagemaskin för fot och ben;600,00;600,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;600;Nej
Antikt & Konst;Kanoner små 2 st;4 000,00;2 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Uppsala;2021-10-20;2200;Ja
Bollsport;2 stycken Padelracket + förvaringspåse;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;1700;Nej
Övrigt (Ljud & Bild);3 Skärmstativ iiglo;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;600;Nej
Övrigt (Jakt & Fiske);Sikte;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;2700;Ja
Klockor;Armbandsur Tissot;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;2400;Ja
Tillbehör (Vapen);Skyttekronograf;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;3900;Ja
Övrigt (Jakt & Fiske);Kikarsikte;10 000,00;5 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;5800;Ja
Övrigt (Jakt & Fiske);Två Pulsar IR Flashlight;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;950;Nej
Övrigt (Jakt & Fiske);2 stycken sikten;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;1400;Nej
Klockor;Armbandsur märkt Breitling;5 000,00;2 500,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uppsala;2021-10-20;9400;Ja
Övrigt (Jakt & Fiske);Två Sightmark Solitude Binoculars;3 000,00;1 500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;1600;Ja
Tillbehör (Vapen);Fem Sightmark Reflex sight;3 000,00;1 500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;4100;Ja
Övrigt (Jakt & Fiske);Night Vision Googles ATN Viper;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Uppsala;2021-10-20;2400;Ja
Övrigt (Vapen);Inskjutnings- och klickpatroner;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;1100;Ja
Övrigt (Jakt & Fiske);3 Tactical Flash Light;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Uppsala;2021-10-20;1100;Ja
Övrigt (Jakt & Fiske);Firefield-Paket;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Uppsala;2021-10-20;3000;Ja
TV & Projektor;"TV-Samsung 55""";2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Sundsvall;2021-10-20;2600;Nej
Personbil;VW TIGUAN TDI 140 ;35 000,00;17 500,00;Ska hämtas;Intern Nätauktion;Sundsvall;2021-10-20;49500;Nej
Motorcykel Custom;Mc SUZUKI VZ1500;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Sundsvall;2021-10-20;32500;Nej
Vintersport;Scarpa Rush Pjäxor;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Verktyg;Två hylsnyckelsatser ;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;800;Nej
Övrigt (Ljud & Bild);2 softboxar med stativ och tillbehör;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;600;Nej
Radiostyrt & Modell;Märklinlok och vagn;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;1500;Ja
Verktyg;Svets Stahlwerk arc 200;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;900;Ja
Foto & Videokameror;Kamera Nikon 3200 ;1 400,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;2600;Ja
Klockor;Armbandsur märkt Armani ;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;1100;Ja
Stereo & Surround;Sonos SUB gen 3;4 000,00;2 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;7400;Ja
Stereo & Surround;Sonos One ;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;1900;Ja
Stereo & Surround;Högtalare Sonos Five;3 000,00;1 500,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;4600;Ja
Stereo & Surround;Sonos Beam Soundbar;2 400,00;1 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;1700;Ja
Stereo & Surround;Sonos One ;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;1900;Ja
Övrigt (Datorer & TV-spel);Gamingstol Nokaxus ;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;600;Nej
Övrigt (Datorer & TV-spel);Gamingstol AKRacing ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;1100;Nej
Övrigt (Ljud & Bild); Inspelningsutrustning Audient iD22;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;1000;Ja
Övrigt (Datorer & TV-spel);Diablo X-player kids gamingstol;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;1000;Nej
Övrigt (Ljud & Bild);Chromecast, Router och Webkamera;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;750;Ja
Övrigt (Datorer & TV-spel);Apple TV 4k med tangentbord;1 400,00;700,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;1800;Ja
Klockor;Armbandsur märkt Invicta Pro Diver;800,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;1600;Ja
Klockor;Armbandsur märkt Boss;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;1100;Ja
TV-spel;PS4, Xbox360, Gamecube 2 DS Lite med spel ;4 000,00;2 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;4000;Ja
Datortillbehör;SSD hårddisk 1TB Crucial;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;700;Ja
Datortillbehör;Minne 32 GB DDR4 Corsair Vengance LTX;1 500,00;700,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;1000;Ja
Stereo & Surround;Tre par hörlurar;1 300,00;650,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;900;Nej
TV & Projektor;LED-TV Phillips 70 tum ;3 000,00;1 400,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;3300;Nej
TV & Projektor;TV Samsung 4K 43 tum;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;2600;Nej
Övrigt (Husgeråd & Vitvaror);Dammsugare Dyson ;2 000,00;1 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;4000;Nej
Kyl & Frys;Vinkyl Cava 15S;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;3000;Nej
Datortillbehör;Skrivare Epson SC-P700;3 500,00;1 700,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;2000;Ja
Kläder & Skor;Tre par herrskor;1 500,00;800,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;1600;Ja
Övrigt (Ljud & Bild);Rode NT1-A mikrofon, Reflektionsfilter stativ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;1100;Nej
TV-spel;Nintendo Switch + två spel;2 300,00;1 100,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;2700;Nej
Träning & Hälsa;Crosstrainer Orbitrek X17 Basic ;4 000,00;2 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;2000;Nej
Historiska föremål;Kista, fat, hattkrokar, lampor;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;650;Nej
Övrigt (Hobby & Samlarprylar);Vas Uppsala Ekeby Västkust ;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;850;Ja
Historiska föremål;2 skrivmaskiner;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;650;Ja
Historiska föremål;Uniform i gammal stil ;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;650;Ja
Övrigt;Bokpaket modernt krig;800,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;600;Nej
Övrigt (Hobby & Samlarprylar);Humidorer och cigarrbok;800,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Kökstillbehör & Porslin;Skål, karaff, glas, sockerskål mm;1 100,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;600;Nej
Väskor;Resegarderob märkt Louis Vuitton ;2 000,00;1 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;2600;Ja
Camping & Friluftsliv;Två par vandringsstavar;800,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;900;Nej
Camping & Friluftsliv;Persedelpåse med lösa fickor mm ;1 200,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;750;Ja
Övrigt (Jakt & Fiske);Headset Invisio M3 ;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Filmer & Musik;LP-skivor, utländsk musik;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;650;Nej
Övrigt (Hobby & Samlarprylar);Humidor;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Historiska föremål;Överrock kadett marinen;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;650;Ja
Övrigt;Bokpaket Sverige;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Kläder & Skor;Två par kängor;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;850;Ja
Kläder & Skor;Två par Salomon kängor;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;900;Ja
Jakt;Explorer Tactical skjutväska;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;900;Ja
Historiska föremål;Bokstöd Alex Gute;3 000,00;1 500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;4700;Ja
Kläder & Skor;Paket skoputs och kläder;1 300,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;1700;Ja
Tillbehör (Vapen);Vapenskåp Nor-lyx;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;2100;Nej
Blankvapen;Fyra blankvapen;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;3100;Nej
Kläder & Skor;Två kostymer och resebag;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Telefoner;Mobiltelefon Samsung S21 ;6 000,00;3 000,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Skellefteå;2021-10-21;5800;Nej
Vintersport;Två par Alpina längdskidpjäxor;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;600;Nej
Kökstillbehör & Porslin;29 glas ;1 400,00;700,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;700;Nej
Vintersport;Salomon Rocker Two skidor ;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;2100;Nej
Vintersport;Skidor Atomic med stavar och bag;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;1500;Nej
Kläder & Skor;Två kostymer med resebag;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;1300;Ja
Vintersport;Pjäxor Pinnacle 130 med väska;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;1900;Ja
Camping & Friluftsliv;Ryggsäck Patagonia Ascensionist 35;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;750;Ja
Camping & Friluftsliv;Norröna Para Ranger pack 120;2 000,00;1 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;1800;Ja
Kläder & Skor;Paket med fyra par Hestra handskar;1 700,00;800,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;2400;Ja
Kläder & Skor;Paket ökenkamouflagekläder;2 000,00;1 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;3100;Ja
Kläder & Skor;En jacka och tre byxor med väska;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;1900;Ja
Övrigt (Sport & Fritid);Ryggsäck Berghaus Centurio 45;800,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;700;Ja
Kläder & Skor;Två vinterjackor;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;2000;Ja
Övriga cyklar;Elcykel Kayoba Mind;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;4000;Nej
Mountainbike;Cykel Scott och cykelskor Shimano;4 000,00;2 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;2700;Nej
